valid_loss,valid_acc,epoch,step,train_loss,train_acc,lr
4.587279796600342,0.015096890740096569,0,553,,,
,,1,553,4.6038594245910645,0.012127707712352276,6.672692506981548e-06
3.7760045528411865,0.11987381428480148,1,1107,,,
,,2,1107,4.452752113342285,0.03841380774974823,4.030557829537429e-05
1.8764104843139648,0.45899054408073425,2,1661,,,
,,3,1661,3.105421304702759,0.20329421758651733,0.0001053092346410267
1.065735936164856,0.6669670939445496,3,2215,,,
,,4,2215,2.046849012374878,0.4260491728782654,0.0001972527097677812
0.6957877278327942,0.7681388258934021,4,2769,,,
,,5,2769,1.5164121389389038,0.5598488450050354,0.00030986813362687826
0.6372656226158142,0.7920234203338623,5,3323,,,
,,6,3323,1.2233662605285645,0.637127697467804,0.00043547849054448307
0.6191489100456238,0.8100495934486389,6,3877,,,
,,7,3877,1.0766661167144775,0.6788131594657898,0.0005655214772559702
0.5301533341407776,0.8255971074104309,7,4431,,,
,,8,4431,1.0144444704055786,0.6969200968742371,0.0006911319796927273
0.5574738383293152,0.8190626502037048,8,4985,,,
,,9,4985,0.9299320578575134,0.7239395380020142,0.0008037474472075701
0.48899051547050476,0.8415952920913696,9,5539,,,
,,10,5539,0.9092496037483215,0.7316110134124756,0.0008956906385719776
0.36599186062812805,0.8810274600982666,10,6093,,,
,,11,6093,0.8453800082206726,0.7511845827102661,0.0009606938110664487
0.4616258144378662,0.8591707944869995,11,6647,,,
,,12,6647,0.7933101058006287,0.7663583159446716,0.000994327012449503
0.39957165718078613,0.8742676973342896,12,7201,,,
,,13,7201,0.7588646411895752,0.7745374441146851,0.0009996420703828335
0.2784814238548279,0.9055880904197693,13,7755,,,
,,14,7755,0.6790744066238403,0.7953519821166992,0.0009975009597837925
0.30278775095939636,0.8963497281074524,14,8309,,,
,,15,8309,0.6499243974685669,0.808100163936615,0.0009932287503033876
0.26259759068489075,0.9202343225479126,15,8863,,,
,,16,8863,0.6147666573524475,0.8149819374084473,0.0009868451161310077
0.3210802674293518,0.8968003392219543,16,9417,,,
,,17,9417,0.5790603160858154,0.8267711997032166,0.0009783762507140636
0.20346827805042267,0.9319513440132141,17,9971,,,
,,18,9971,0.5590980648994446,0.8323556184768677,0.0009678590577095747
0.17119742929935455,0.9441189765930176,18,10525,,,
,,19,10525,0.5193507075309753,0.8434115648269653,0.0009553386480547488
0.31552964448928833,0.8958990573883057,19,11079,,,
,,20,11079,0.5189365148544312,0.843242347240448,0.0009408676996827126
0.22242094576358795,0.9254168272018433,20,11633,,,
,,21,11633,0.4769662320613861,0.857964813709259,0.0009245097753591835
0.17468982934951782,0.9418656826019287,21,12187,,,
,,22,12187,0.46722808480262756,0.859882652759552,0.0009063337929546833
0.15787242352962494,0.9504281282424927,22,12741,,,
,,23,12741,0.4364137351512909,0.8658055067062378,0.0008864178671501577
0.12408600002527237,0.9587652087211609,23,13295,,,
,,24,13295,0.4211225211620331,0.8730821013450623,0.0008648469229228795
0.10619746148586273,0.9625957608222961,24,13849,,,
,,25,13849,0.39319902658462524,0.8801895380020142,0.0008417137432843447
0.12466800957918167,0.960793137550354,25,14403,,,
,,26,14403,0.3779088854789734,0.8870148658752441,0.0008171175722964108
0.10539449006319046,0.964849054813385,26,14957,,,
,,27,14957,0.3773126006126404,0.8879173994064331,0.0007911630091257393
0.0994550883769989,0.9664263129234314,27,15511,,,
,,28,15511,0.33443668484687805,0.8977888226509094,0.0007639618706889451
0.11183346807956696,0.9621450901031494,28,16065,,,
,,29,16065,0.3342207074165344,0.8976759910583496,0.0007356302230618894
0.07216937839984894,0.9740874171257019,29,16619,,,
,,30,16619,0.31016385555267334,0.9046141505241394,0.0007062899530865252
0.08439625799655914,0.9716088175773621,30,17173,,,
,,31,17173,0.27858495712280273,0.9152752757072449,0.0006760662072338164
0.09447043389081955,0.9689049124717712,31,17727,,,
,,32,17727,0.262547105550766,0.9190546274185181,0.0006450885557569563
0.07652021944522858,0.9736367464065552,32,18281,,,
,,33,18281,0.2639491856098175,0.9179828763008118,0.0006134894792921841
0.0630444660782814,0.9776926636695862,33,18835,,,
,,34,18835,0.2538433074951172,0.923285186290741,0.000581404659897089
0.07801928371191025,0.9731861352920532,34,19389,,,
,,35,19389,0.2429366409778595,0.9282491207122803,0.000548970652744174
0.06002216786146164,0.9792699217796326,35,19943,,,
,,36,19943,0.22578372061252594,0.9319720268249512,0.0005163275054655969
0.048030607402324677,0.9853537678718567,36,20497,,,
,,37,20497,0.20479775965213776,0.9367102980613708,0.00048361439257860184
0.05229464918375015,0.9812979102134705,37,21051,,,
,,38,21051,0.18937373161315918,0.9412229061126709,0.00045097139081917703
0.06510543823242188,0.9792699217796326,38,21605,,,
,,39,21605,0.1879463791847229,0.9430279731750488,0.0004185382276773453
0.04328354820609093,0.9853537678718567,39,22159,,,
,,40,22159,0.1734110563993454,0.9470893740653992,0.00038645396125502884
0.03909332677721977,0.9851284623146057,40,22713,,,
,,41,22713,0.15940430760383606,0.9503046274185181,0.000354855990735814
0.03564019873738289,0.988959014415741,41,23267,,,
,,42,23267,0.15419980883598328,0.9528993964195251,0.0003238793578930199
0.03108285553753376,0.9885083436965942,42,23821,,,
,,43,23821,0.14212656021118164,0.9556069374084473,0.00029365706723183393
0.03165556490421295,0.9880576729774475,43,24375,,,
,,44,24375,0.135977104306221,0.958032488822937,0.00026431833975948393
0.029567066580057144,0.9880576729774475,44,24929,,,
,,45,24929,0.13625985383987427,0.958540141582489,0.00023598893312737346
0.029511144384741783,0.988959014415741,45,25483,,,
,,46,25483,0.12339110672473907,0.9611913561820984,0.00020878991927020252
0.02541963756084442,0.9898602962493896,46,26037,,,
,,47,26037,0.11663603782653809,0.9645193815231323,0.00018283803365193307
0.024535514414310455,0.9894096255302429,47,26591,,,
,,48,26591,0.09789961576461792,0.9679038524627686,0.00015824408910702914
0.022616179659962654,0.9909869432449341,48,27145,,,
,,49,27145,0.10216095298528671,0.9689192175865173,0.00013511381985154003
0.024148574098944664,0.9909869432449341,49,27699,,,
,,50,27699,0.09645242989063263,0.9706678986549377,0.00011354588059475645
0.02026534639298916,0.9909869432449341,50,28253,,,
