valid_loss,valid_acc,epoch,step,train_loss,train_acc,lr
4.588027477264404,0.019824285060167313,0,553,,,
,,1,553,4.60255765914917,0.011168772354722023,6.672692506981548e-06
3.6922061443328857,0.12119846791028976,1,1107,,,
,,2,1107,4.455764293670654,0.035198554396629333,4.030557829537429e-05
1.8231918811798096,0.46271681785583496,2,1661,,,
,,3,1661,3.080542802810669,0.2089914232492447,0.0001053092346410267
0.9490991830825806,0.7010588049888611,3,2215,,,
,,4,2215,2.0357019901275635,0.43242329359054565,0.0001972527097677812
0.7778456807136536,0.7515206336975098,4,2769,,,
,,5,2769,1.4801366329193115,0.5679715871810913,0.00030986813362687826
0.6352860331535339,0.7893669605255127,5,3323,,,
,,6,3323,1.2286977767944336,0.6405686140060425,0.00043547849054448307
0.545344889163971,0.8249605894088745,6,3877,,,
,,7,3877,1.100292682647705,0.6758235692977905,0.0005655214772559702
0.5604413747787476,0.823383629322052,7,4431,,,
,,8,4431,0.9769080877304077,0.7073556184768677,0.0006911319796927273
0.46848544478416443,0.8488398194313049,8,4985,,,
,,9,4985,0.9432144165039062,0.7209498882293701,0.0008037474472075701
0.39412179589271545,0.872268557548523,9,5539,,,
,,10,5539,0.8953141570091248,0.7362928986549377,0.0008956906385719776
0.3961322605609894,0.8745213150978088,10,6093,,,
,,11,6093,0.8358675837516785,0.752989649772644,0.0009606938110664487
0.35246050357818604,0.8855597972869873,11,6647,,,
,,12,6647,0.8060693740844727,0.7620713114738464,0.000994327012449503
0.2943102717399597,0.9074115753173828,12,7201,,,
,,13,7201,0.7334647178649902,0.7835063338279724,0.0009996420703828335
0.3794923722743988,0.8837575912475586,13,7755,,,
,,14,7755,0.6910315155982971,0.795464813709259,0.0009975009597837925
0.31285253167152405,0.8993016481399536,14,8309,,,
,,15,8309,0.6621391773223877,0.8033055067062378,0.0009932287503033876
0.2783369719982147,0.9134940505027771,15,8863,,,
,,16,8863,0.613120973110199,0.8165614008903503,0.0009868451161310077
0.24048778414726257,0.9198017716407776,16,9417,,,
,,17,9417,0.5942691564559937,0.823217511177063,0.0009783762507140636
0.2228955179452896,0.9330930113792419,17,9971,,,
,,18,9971,0.5488533973693848,0.833427369594574,0.0009678590577095747
0.209659606218338,0.9344446659088135,18,10525,,,
,,19,10525,0.5184321403503418,0.8453858494758606,0.0009553386480547488
0.23419412970542908,0.928362250328064,19,11079,,,
,,20,11079,0.5135250687599182,0.8471344709396362,0.0009408676996827126
0.23399148881435394,0.9272358417510986,20,11633,,,
,,21,11633,0.48431396484375,0.8545803427696228,0.0009245097753591835
0.14423952996730804,0.9558458924293518,21,12187,,,
,,22,12187,0.4657885730266571,0.859769880771637,0.0009063337929546833
0.15977510809898376,0.9434557557106018,22,12741,,,
,,23,12741,0.43244925141334534,0.8678361773490906,0.0008864178671501577
0.15112102031707764,0.9493129253387451,23,13295,,,
,,24,13295,0.4204793870449066,0.8738718628883362,0.0008648469229228795
0.16882789134979248,0.9472854137420654,24,13849,,,
,,25,13849,0.3978142738342285,0.8806971907615662,0.0008417137432843447
