valid_loss,valid_acc,epoch,step,train_loss,train_acc,lr
4.587316513061523,0.017120972275733948,0,1108,,,
,,1,1108,4.610877513885498,0.012342200614511967,2.6563207029539626e-06
4.526542663574219,0.04122550040483475,1,2217,,,
,,2,2217,4.583488941192627,0.01476555410772562,6.594689693883993e-06
4.122023105621338,0.10002252459526062,2,3326,,,
,,3,3326,4.4596991539001465,0.03804102912545204,1.4457677025347948e-05
3.130293607711792,0.22933092713356018,3,4435,,,
,,4,4435,3.9519169330596924,0.09817402809858322,2.621420208015479e-05
2.1283633708953857,0.4172110855579376,4,5544,,,
,,5,5544,3.1938424110412598,0.19612263143062592,4.1817958845058456e-05
1.4238706827163696,0.6145528554916382,5,6653,,,
,,6,6653,2.551243305206299,0.3257439136505127,6.120723992353305e-05
1.0248637199401855,0.7015093564987183,6,7762,,,
,,7,7762,2.049222946166992,0.4368237257003784,8.430560410488397e-05
0.8115378618240356,0.7510700821876526,7,8871,,,
,,8,8871,1.7197321653366089,0.5159490704536438,0.00011102201824542135
0.7118198275566101,0.7830592393875122,8,9980,,,
,,9,9980,1.4934062957763672,0.5734332799911499,0.00014125082816462964
0.6764657497406006,0.7738229036331177,9,11089,,,
,,10,11089,1.3622366189956665,0.6078110933303833,0.0001748724898789078
0.6473217606544495,0.7922955751419067,10,12198,,,
,,11,12198,1.3042231798171997,0.6220694184303284,0.00021175490110181272
0.6023393869400024,0.810768187046051,11,13307,,,
,,12,13307,1.2300509214401245,0.6439359784126282,0.0002517520624678582
0.5149522423744202,0.8378012776374817,12,14416,,,
,,13,14416,1.1861746311187744,0.6525586247444153,0.0002947065804619342
0.651334822177887,0.7940977811813354,13,15525,,,
,,14,15525,1.1827409267425537,0.6551510095596313,0.0003404482267796993
0.6661483645439148,0.790268063545227,14,16634,,,
,,15,16634,1.162534236907959,0.6575180292129517,0.00038879708154127
0.5291858315467834,0.8328452110290527,15,17743,,,
,,16,17743,1.1696252822875977,0.6558836698532104,0.0004395621654111892
0.9031772613525391,0.7359765768051147,16,18852,,,
,,17,18852,1.1780667304992676,0.6596032381057739,0.0004925430403091013
0.7239694595336914,0.7846361994743347,17,19961,,,
,,18,19961,1.1458923816680908,0.6646190285682678,0.0005475305370055139
0.6168906092643738,0.8026582598686218,18,21070,,,
,,19,21070,1.1575148105621338,0.6595469117164612,0.0006043076864443719
0.5498013496398926,0.8269880414009094,19,22179,,,
,,20,22179,1.1643331050872803,0.6612939834594727,0.0006626507383771241
0.5379666686058044,0.8231583833694458,20,23288,,,
,,21,23288,1.143843173980713,0.6687331199645996,0.0007223287830129266
0.6399987936019897,0.8125703930854797,21,24397,,,
,,22,24397,1.1399555206298828,0.6673241853713989,0.000783106661401689
0.6939157247543335,0.7970263361930847,22,25506,,,
,,23,25506,1.1270617246627808,0.6754959225654602,0.0008447447908110917
0.6265627145767212,0.8071637749671936,23,26615,,,
,,24,26615,1.1088792085647583,0.6783701777458191,0.0009070000378414989
0.6239244341850281,0.79815274477005,24,27724,,,
,,25,27724,1.0908483266830444,0.6840622425079346,0.0009696253691799939
0.745982825756073,0.7772020697593689,25,28833,,,
,,26,28833,1.0871658325195312,0.687950849533081,0.0010323745664209127
0.5525041222572327,0.8364496231079102,26,29942,,,
,,27,29942,1.0741395950317383,0.6848512291908264,0.0010950005380436778
0.6327770352363586,0.810993492603302,27,31051,,,
,,28,31051,1.0479649305343628,0.6964043974876404,0.0011572549119591713
0.638736367225647,0.8037846088409424,28,32160,,,
,,29,32160,1.028292179107666,0.6971370577812195,0.0012188930995762348
0.6888660788536072,0.7956746816635132,29,33269,,,
,,30,33269,1.0469963550567627,0.6940937638282776,0.0012796716764569283
0.5486864447593689,0.8245100378990173,30,34378,,,
,,31,34378,1.0078790187835693,0.7063795924186707,0.0013393493136391044
0.48843562602996826,0.8495156764984131,31,35487,,,
,,32,35487,1.0035063028335571,0.707055926322937,0.0013976924819871783
0.5651089549064636,0.8269880414009094,32,36596,,,
,,33,36596,0.9973177313804626,0.7095355987548828,0.001454469165764749
0.5531691312789917,0.8287902474403381,33,37705,,,
,,34,37705,0.9904764294624329,0.7161857485771179,0.001509457011707127
0.562119722366333,0.8258616924285889,34,38814,,,
,,35,38814,0.9406229853630066,0.7226104736328125,0.001562437741085887
0.5414685010910034,0.8416309952735901,35,39923,,,
,,36,39923,0.9293010234832764,0.728922426700592,0.0016132025048136711
0.6331325173377991,0.8051362633705139,36,41032,,,
,,37,41032,0.9492191672325134,0.7240194082260132,0.00166155188344419
0.6178204417228699,0.8267627954483032,37,42141,,,
,,38,42141,0.9253761768341064,0.7292606234550476,0.0017072950722649693
0.3808076083660126,0.8790268301963806,38,43250,,,
,,39,43250,0.9121021032333374,0.7328110933303833,0.0017502476694062352
0.44216474890708923,0.8567245006561279,39,44359,,,
,,40,44359,0.8927786946296692,0.7373196482658386,0.0017902454128488898
0.38039419054985046,0.8772246241569519,40,45468,,,
,,41,45468,0.8815324902534485,0.742279052734375,0.0018271275330334902
0.4020841419696808,0.8718180060386658,41,46577,,,
,,42,46577,0.8738443851470947,0.7445897459983826,0.0018607493257150054
0.810029149055481,0.775174617767334,42,47686,,,
,,43,47686,0.8732806444168091,0.7459986209869385,0.0018909781938418746
0.48915666341781616,0.8452354073524475,43,48795,,,
,,44,48795,0.8502511978149414,0.7485347390174866,0.0019176945788785815
0.4188964366912842,0.8652849793434143,44,49904,,,
,,45,49904,0.8584311604499817,0.7478584051132202,0.0019407921936362982
0.44183987379074097,0.8666366338729858,45,51013,,,
,,46,51013,0.823185920715332,0.7605951428413391,0.001960181863978505
0.46181610226631165,0.8587519526481628,46,52122,,,
,,47,52122,0.8088559508323669,0.7589043974876404,0.0019757857080549
0.559779167175293,0.8452354073524475,47,53231,,,
,,48,53231,0.7956251502037048,0.7697813510894775,0.001987542025744915
0.3745417892932892,0.8880378603935242,48,54340,,,
,,49,54340,0.7923171520233154,0.76972496509552,0.00199540494941175
0.3900047540664673,0.8842081427574158,49,55449,,,
,,50,55449,0.7754441499710083,0.7751352787017822,0.0019993544556200504
0.3947303891181946,0.8801531791687012,50,56558,,,
,,51,56558,0.780189037322998,0.7728809714317322,0.0019999605137854815
0.40015605092048645,0.8769993185997009,51,57667,,,
,,52,57667,0.7509013414382935,0.785335898399353,0.0019997237250208855
0.4256397783756256,0.8733949065208435,52,58776,,,
,,53,58776,0.7213865518569946,0.7878719568252563,0.0019992187153548002
0.3066581189632416,0.9112412929534912,53,59885,,,
,,54,59885,0.7371008396148682,0.7864066958427429,0.0019984811078757048
1.56263267993927,0.8567245006561279,54,60994,,,
,,55,60994,0.7125566601753235,0.7885482311248779,0.0019974939059466124
0.5025392174720764,0.9227303266525269,55,62103,,,
,,56,62103,0.6685389876365662,0.8035392165184021,0.0019962552469223738
0.2785038948059082,0.9101148843765259,56,63212,,,
,,57,63212,0.7045735716819763,0.7962127923965454,0.001994782593101263
0.30564239621162415,0.9049335718154907,57,64321,,,
,,58,64321,0.6874470114707947,0.8009467720985413,0.0019930594135075808
0.8231694102287292,0.8724938035011292,58,65430,,,
,,59,65430,0.6769620180130005,0.8025248050689697,0.001991086872294545
0.26941031217575073,0.9137192964553833,59,66539,,,
,,60,66539,0.6528444886207581,0.8072587847709656,0.001988875214010477
0.24861149489879608,0.923406183719635,60,67648,,,
,,61,67648,0.6498733758926392,0.8104711174964905,0.001986417919397354
0.23691122233867645,0.9265600442886353,61,68757,,,
,,62,68757,0.6559422612190247,0.8084422945976257,0.0019837163854390383
0.3074226975440979,0.9148457050323486,62,69866,,,
,,63,69866,0.6569016575813293,0.8059625625610352,0.0019807745702564716
