valid_loss,valid_acc,epoch,step,train_loss,train_acc,lr
4.587893009185791,0.032439738512039185,0,553,,,
,,1,553,4.603079319000244,0.013199458830058575,6.672692506981548e-06
3.7601571083068848,0.1063302531838417,1,1107,,,
,,2,1107,4.462347030639648,0.0382445864379406,4.030557829537429e-05
1.7553893327713013,0.48051363229751587,2,1661,,,
,,3,1661,3.116724967956543,0.20086868107318878,0.0001053092346410267
1.077497959136963,0.6776301264762878,3,2215,,,
,,4,2215,2.063845157623291,0.42260831594467163,0.0001972527097677812
0.7366008758544922,0.7598558068275452,4,2769,,,
,,5,2769,1.504503846168518,0.5706227421760559,0.00030986813362687826
0.6781494617462158,0.779905378818512,5,3323,,,
,,6,3323,1.2421640157699585,0.6354354619979858,0.00043547849054448307
0.5768826603889465,0.8170759081840515,6,3877,,,
,,7,3877,1.0939350128173828,0.6758235692977905,0.0005655214772559702
0.5403376817703247,0.8317188620567322,7,4431,,,
,,8,4431,1.0112076997756958,0.6994584798812866,0.0006911319796927273
0.46198543906211853,0.8463618159294128,8,4985,,,
,,9,4985,0.9519027471542358,0.71875,0.0008037474472075701
0.40393251180648804,0.8704662919044495,9,5539,,,
,,10,5539,0.8919230699539185,0.7341493964195251,0.0008956906385719776
0.36960938572883606,0.8839828968048096,10,6093,,,
,,11,6093,0.8422358632087708,0.7515794038772583,0.0009606938110664487
0.365426242351532,0.8862356543540955,11,6647,,,
,,12,6647,0.7962003350257874,0.7653993964195251,0.000994327012449503
0.3595486581325531,0.879702627658844,12,7201,,,
,,13,7201,0.7420870065689087,0.7771322131156921,0.0009996420703828335
0.31852781772613525,0.8972741365432739,13,7755,,,
,,14,7755,0.6954059600830078,0.791572630405426,0.0009975009597837925
0.33379876613616943,0.8961477875709534,14,8309,,,
,,15,8309,0.6478933095932007,0.8088898658752441,0.0009932287503033876
0.2198546975851059,0.9292633533477783,15,8863,,,
,,16,8863,0.6148108839988708,0.8168433904647827,0.0009868451161310077
0.26154211163520813,0.9132687449455261,16,9417,,,
