valid_loss,valid_acc,epoch,step,train_loss,train_acc,lr
4.585704326629639,0.013967109844088554,0,1108,,,
,,1,1108,4.611051559448242,0.011384129524230957,2.6563207029539626e-06
4.522165298461914,0.04640685021877289,1,2217,,,
,,2,2217,4.581442356109619,0.01606176793575287,6.594689693883993e-06
4.071727752685547,0.10362694412469864,2,3326,,,
,,3,3326,4.450006008148193,0.041366096585989,1.4457677025347948e-05
3.1007192134857178,0.22797927260398865,3,4435,,,
,,4,4435,3.9370570182800293,0.09913209825754166,2.621420208015479e-05
2.2360429763793945,0.4323045611381531,4,5544,,,
,,5,5544,3.2079710960388184,0.19865870475769043,4.1817958845058456e-05
1.468375325202942,0.6041901111602783,5,6653,,,
,,6,6653,2.5556893348693848,0.3245040476322174,6.120723992353305e-05
1.0236554145812988,0.7145753502845764,6,7762,,,
,,7,7762,2.0552289485931396,0.4303426444530487,8.430560410488397e-05
0.8312654495239258,0.7456634640693665,7,8871,,,
,,8,8871,1.7064182758331299,0.521077573299408,0.00011102201824542135
0.727225661277771,0.7819328904151917,8,9980,,,
,,9,9980,1.5067692995071411,0.5694319009780884,0.00014125082816462964
0.7498289942741394,0.76706463098526,9,11089,,,
,,10,11089,1.350996732711792,0.6118124723434448,0.0001748724898789078
0.6225837469100952,0.8071637749671936,10,12198,,,
,,11,12198,1.2865859270095825,0.6291140913963318,0.00021175490110181272
0.8167292475700378,0.7526469826698303,11,13307,,,
,,12,13307,1.2559432983398438,0.6349751949310303,0.0002517520624678582
0.68380206823349,0.7889164090156555,12,14416,,,
,,13,14416,1.2180347442626953,0.6472610235214233,0.0002947065804619342
0.7175859808921814,0.7846361994743347,13,15525,,,
,,14,15525,1.1805676221847534,0.656559944152832,0.0003404482267796993
0.9651378989219666,0.7400315403938293,14,16634,,,
,,15,16634,1.1781131029129028,0.6570107936859131,0.00038879708154127
0.6973643898963928,0.7886911630630493,15,17743,,,
,,16,17743,1.1953353881835938,0.6500788927078247,0.0004395621654111892
0.8941771388053894,0.7271907925605774,16,18852,,,
,,17,18852,1.1641508340835571,0.6581379771232605,0.0004925430403091013
0.6003261208534241,0.8148231506347656,17,19961,,,
,,18,19961,1.1711382865905762,0.656559944152832,0.0005475305370055139
0.6933389902114868,0.7871142029762268,18,21070,,,
,,19,21070,1.1588718891143799,0.6616321206092834,0.0006043076864443719
0.7865771651268005,0.7794548273086548,19,22179,,,
,,20,22179,1.1625392436981201,0.6621956825256348,0.0006626507383771241
0.6747317314147949,0.795449435710907,20,23288,,,
,,21,23288,1.1528185606002808,0.6655771136283875,0.0007223287830129266
0.6031389236450195,0.8089659810066223,21,24397,,,
,,22,24397,1.1656328439712524,0.6634355187416077,0.000783106661401689
0.6465201377868652,0.802883505821228,22,25506,,,
,,23,25506,1.1208617687225342,0.6731852889060974,0.0008447447908110917
0.7928280234336853,0.7614327669143677,23,26615,,,
,,24,26615,1.1036121845245361,0.6792154908180237,0.0009070000378414989
0.6532604694366455,0.7938724756240845,24,27724,,,
,,25,27724,1.0918747186660767,0.6880635619163513,0.0009696253691799939
0.6471087336540222,0.8035593628883362,25,28833,,,
,,26,28833,1.0824733972549438,0.6881199479103088,0.0010323745664209127
0.5675591826438904,0.8287902474403381,26,29942,,,
,,27,29942,1.0804613828659058,0.6838931441307068,0.0010950005380436778
0.8013467192649841,0.7636855244636536,27,31051,,,
,,28,31051,1.0625081062316895,0.6911068558692932,0.0011572549119591713
0.5884611010551453,0.8197792172431946,28,32160,,,
,,29,32160,1.067414402961731,0.6913322806358337,0.0012188930995762348
0.6392735838890076,0.8071637749671936,29,33269,,,
,,30,33269,1.037766695022583,0.6997295022010803,0.0012796716764569283
0.556928813457489,0.8308177590370178,30,34378,,,
,,31,34378,1.0278104543685913,0.6980951428413391,0.0013393493136391044
0.4952988624572754,0.838927686214447,31,35487,,,
,,32,35487,1.02248215675354,0.7047452926635742,0.0013976924819871783
0.5778611898422241,0.8323946595191956,32,36596,,,
,,33,36596,0.9700754880905151,0.7140442132949829,0.001454469165764749
0.5269904136657715,0.8292407989501953,33,37705,,,
,,34,37705,0.9704938530921936,0.7199617028236389,0.001509457011707127
0.5599743723869324,0.8224825263023376,34,38814,,,
,,35,38814,0.9709870219230652,0.7175946831703186,0.001562437741085887
0.5302581787109375,0.836224377155304,35,39923,,,
,,36,39923,0.9783618450164795,0.7143823504447937,0.0016132025048136711
0.493953138589859,0.8510925769805908,36,41032,,,
,,37,41032,0.9383890628814697,0.7250338196754456,0.00166155188344419
0.8746788501739502,0.7616580128669739,37,42141,,,
,,38,42141,0.9144054651260376,0.732416570186615,0.0017072950722649693
0.5384162664413452,0.8409551978111267,38,43250,,,
,,39,43250,0.9085789918899536,0.7314021587371826,0.0017502476694062352
0.49412164092063904,0.8461365103721619,39,44359,,,
,,40,44359,0.9313023686408997,0.73027503490448,0.0017902454128488898
0.48581641912460327,0.8526695370674133,40,45468,,,
,,41,45468,0.8792030811309814,0.744533360004425,0.0018271275330334902
1.5163460969924927,0.682811439037323,41,46577,,,
,,42,46577,0.8992397785186768,0.738334059715271,0.0018607493257150054
0.4145117402076721,0.8727191090583801,42,47686,,,
,,43,47686,0.8787466287612915,0.7484220266342163,0.0018909781938418746
0.5189275741577148,0.8479387164115906,43,48795,,,
,,44,48795,0.8524215817451477,0.7501127123832703,0.0019176945788785815
2.2935566902160645,0.8015318512916565,44,49904,,,
,,45,49904,0.8329761624336243,0.7550157904624939,0.0019407921936362982
0.2938247323036194,0.9033566117286682,45,51013,,,
,,46,51013,0.8476935029029846,0.7536068558692932,0.001960181863978505
0.29521194100379944,0.9049335718154907,46,52122,,,
,,47,52122,0.8169723153114319,0.7611023187637329,0.0019757857080549
